Gebyr, omsætning og deltager opgørelse pr. år (Daniel);;;;;;;;;;;;;;;;;;;;;;;;;;;
Genereret d. 11. jul. 2025 09.56.29;;;;;;;;;;;;;;;;;;;;;;;;;;;
Periode start;Arrangør;Vores gebyr;Medlemssystem gebyr;Event gebyr;Arrangør omsætning;Deltagere;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Karlslunde, fdfkarlslunde;596;0;596;135100;188;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Børnenes Filmklub Rønne, boernenes-filmklub-roenne;3000;3000;0;69680;512;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Familiemessen, familiemessen;166;0;166;130850;102;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Gråbrødre/Odense Gruppe, graabroedreodensegruppe;157;0;157;10450;46;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Utterslev, fdfutterslev;0;0;0;45675;0;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Aalborg 8 Nr. Tranders, fdfaalborg8nrtranders;1141;0;1141;123305;599;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Elbospejderne, Det Danske Spejderkorps, elbospejde;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Checkin, checkin;0;0;0;0;32;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF K 9 Nørrebro, fdfk9;918;0;918;98830;295;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Serritslev Jagtforening, serritslev-jagtforening;244;0;244;14875;25;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Haveselskabet, Nordvestjylland afd., hs-nordvestjy;16;0;16;75;3;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans Aarhus, kod-aarhus;2527;0;2527;193560;612;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Fredensvang, fdffredensvang;529;0;529;55400;192;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kulturium Teen Bio, kulturium;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Billund, fdfbillund;253;0;253;25450;85;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Thisted 1. kreds, fdfthisted1;533;0;533;84750;174;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Dante Alighieri Odense, dante-odense;1717;0;1717;53855;359;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Nakskov, fdfnakskov;0;0;0;9000;0;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Aulum, flexbilletdkfdfdkaulum;496;0;496;78610;147;;;;;;;;;;;;;;;;;;;;;
2019.01.01;GD, gd;1010;0;1010;29620;147;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Marselis Distrikt, marselis-distrikt;178;0;178;17600;44;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Roskilde Gruppe, roskildegruppe;197;0;197;17335;749;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Overlund, fdfoverlund;295;0;295;56625;98;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Birkerød Filmklub for Børn og Unge, birkeroedfilmk;6648;6648;0;153300;1132;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Vordingborg Bueskyttelaug, bueskytter;22;0;22;1500;2;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Outdoorfestivalen, outdoorfestivalen;3414;0;3414;105595;1279;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Sundby, fdfsundby;0;0;0;4115;0;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Esbjerg Skolebio, esbjergskolebio;8447;0;8447;197100;2651;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Fredericia Søndermarken, fdffredericiasoenderm;163;0;163;23262;51;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Danmarks Jægerforbund, dj-kursus;17962;0;17962;1322425;1975;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Elevforeningen ved Musik- og Teaterhøjskolen, glem;1180;0;1180;31250;192;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Danmarks Jægerforbund Kreds 5 Fyn, dj-kreds5;431;0;431;12875;76;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Allerød, fdfalleroed;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Nordic Bike Shows A/S, aarhusbikeshow;2826;0;2826;29410;1179;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Visse, fdfvisse;69;0;69;3450;31;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Filmklubben BUF, buf;10332;10332;0;340010;1771;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Aalborg 3 Hobrovejen, fdfaalborg3hobrovejen;159;0;159;10875;51;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Vejen GF, gymdanmark-vejengymnastik;2876;0;2876;85780;855;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans Danmark, komogdans;583;0;583;52550;9851;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Virum, fdfvirum;0;0;0;31620;0;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans Bjerringbro, kod-bjerringbro;994;0;994;118950;229;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Vilstrup, fdfvilstrup;2;0;2;12300;9;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Out In October, outinoctober;1543;0;1543;166400;673;;;;;;;;;;;;;;;;;;;;;
2019.01.01;KFUM-Spejdernes Brass Band, kfumbb;19;0;19;3850;7;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Outdoorfestivalen, outdoorfestivalen-udstillere;23480;0;23480;81889;254;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Mørkhøj, fdfmoerkhoej;285;0;285;40650;90;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Himmerland, gymdanmark-himmerland;52;0;52;1870;22;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Hendriksholm, fdfhendriksholm;519;0;519;60490;288;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Lemvig, fdflemvig;0;0;0;0;41;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Udstillerguide, udstillerguide;0;0;0;0;70;;;;;;;;;;;;;;;;;;;;;
2019.01.01;TeamGym Djurs, gymdanmark-teamgymdjurs;2507;0;2507;79810;898;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Aarhus 2, fdfaarhus2;351;0;351;41000;115;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Randers gymnastiske Forening, rgf;7781;0;7781;345323;4773;;;;;;;;;;;;;;;;;;;;;
2019.01.01;DJ Kreds 2, dj-kreds2;586;0;586;20300;116;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Hadsund, fdfhadsund;95;0;95;29060;31;;;;;;;;;;;;;;;;;;;;;
2019.01.01;KFUM-Spejderne i Ikast, ikastspejder;184;0;184;13380;74;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Borgerforeningen i Gl. Rye, runningdinner;71;0;71;59125;245;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans Randers, kod-randers;1132;0;1132;114125;265;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Torsted, fdftorsted;627;0;627;57980;277;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Børnebif Vordingborg, boernebif-vordingborg;2112;2112;0;50250;363;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans Esbjerg, kod-esbjerg;2489;0;2489;272850;517;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Hindsholm Skyttecenter, hindsholmskyttecenter;1478;0;1478;48400;220;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Aalborg Søkreds, fdfaalborgsoekreds;0;0;0;27900;0;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Fredericia 2 Chr. Sogn, fdffredericia2chrsogn;479;89;390;35750;152;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Åbyhøj Gruppe, aabyhoejgruppegruppesitedk;166;0;166;21225;63;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Katrine Bonde Danseskole, kbd;4713;4468;245;634273;509;;;;;;;;;;;;;;;;;;;;;
2019.01.01;NOR: Nordic Health House, nor;9564;0;9564;1094275;186;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF K 27 Lundehus Sogn, fdfk27lundehussogn;175;0;175;41577;58;;;;;;;;;;;;;;;;;;;;;
2019.01.01;KarriereCoach, karrierecoach;17;0;17;1593;1;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Roskilde og Omegns Lystfiskerklub ROLK, rolk;1881;0;1881;48130;296;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Amatørteatret Stavtrupscenen, stavtrupscenen;1836;0;1836;10300;359;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Grenaa Børnebio, grenaaboernebio;3408;3408;0;83700;582;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Randers gymnastiske Forening, gymdanmark-rgf;13183;0;13183;483845;4527;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Hadsten Gruppe, hadstengruppe;311;0;311;21350;87;;;;;;;;;;;;;;;;;;;;;
2019.01.01;EVD - Landsforeningen En Værdig Død, evd-slettes;165;0;165;5400;58;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans Thisted, kod-thisted;488;0;488;54850;117;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Biersted, fdfbiersted;175;0;175;23970;56;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kommunikationspilot, kommunikationspilot;40;0;40;250;8;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Norddans, norddans;3311;3280;31;318862;178;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Sorgenfri Kirke, sorgenfrikirkedk;3789;240;3549;75130;943;;;;;;;;;;;;;;;;;;;;;
2019.01.01;KFUM-spejderne Kaløvig Gruppe, kaloevigkfum;1083;0;1083;82905;382;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Gladsaxe Børnefilmklub, gladfilm;5856;5856;0;103472;997;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans Odense, kod-odense;1790;0;1790;144851;493;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Fredericia Vejlby, fdffredericiavejlby;51;0;51;6900;16;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Nordals, fdfnordals;0;0;0;4350;0;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans Aalborg, kod-aalborg;2346;0;2346;225185;511;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Outdoorfestivalen, outdoorfestivalen-aktiviteter;0;0;0;0;139;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF, fdf;21608;0;21608;4759489;5729;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Jerne IF, gymdanmark-jerneif;3143;0;3143;94990;1025;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Mundhæld, mundhaeld;123;0;123;2850;19;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Boldklubben Enghaven, enghaven;451;0;451;25000;50;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Eurofins, food-fraud;2612;0;2612;274853;86;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Husets Børnefilmklub, husets-boernefilmklub;1938;1938;0;38400;340;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Danmarks Bridgeforbund, dbf;17914;0;17914;1290725;2653;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Vitten by, vitten;465;0;465;8100;81;;;;;;;;;;;;;;;;;;;;;
2019.01.01;The Danish Church in London, danskekirkelondon;2100;0;2100;247418;426;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Galten, fdfgalten;0;0;0;14325;0;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Vejle 5, fdfvejle5;21;0;21;1295;7;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Eurofins Steins Laboratorium A/S, eurofins;47;0;47;4793;2;;;;;;;;;;;;;;;;;;;;;
2019.01.01;TUBA, tuba;6063;0;6063;556770;456;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Lunderskov, fdflunderskov;87;30;57;18150;18;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Krigslive, krigslive;3936;0;3936;178400;504;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Odense 4, fdfodense4;3;0;3;10;1;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Ovartaci, ovartaci;1350;1350;0;27600;159;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans Viborg, kod-viborg;2830;0;2830;189485;756;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Vejle 1, fdfvejle1;370;0;370;91275;115;;;;;;;;;;;;;;;;;;;;;
2019.01.01;BUF-Ringsted, buf-ringsted;228;228;0;5662;38;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Anette & Jens Werner Dans, jenswernerdans;9654;8114;1540;1673227;1106;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Slettes - Svaneke Børnefilmklub, slettes-svanekebo;434;0;434;10300;135;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Aarhus 1, fdfaarhus1;586;0;586;61720;292;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Amagerbro, fdfamagerbro;137;0;137;17825;42;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans Vejle, kod-vejle;991;0;991;98875;237;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Roskilde, fdfroskilde;325;0;325;33454;95;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF, fdf-korsvejen;0;0;0;0;23;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Arnborg, fdfarnborg;282;0;282;33000;105;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF K 2, fdfk2;464;0;464;53475;144;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Filmklubben Oskar, filmklubben-oskar-glumsoe;1428;1428;0;28560;255;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans Roskilde , kod-roskilde;423;0;423;47500;99;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Herning Skolebio, herningskolebio;18559;0;18559;370525;5901;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Tårnby, fdftaarnby;0;0;0;26775;0;;;;;;;;;;;;;;;;;;;;;
2019.01.01;TV 2 LORRY, tv2lorry;957;0;957;13275;175;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Den Italienske Ambassade, dia;0;0;0;0;687;;;;;;;;;;;;;;;;;;;;;
2019.01.01;SLETTES - Hornslet Løb & MTB, sletteshornsletloebm;793;0;793;26087;266;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Svendborg Jagtforening, jagt;2109;0;2109;144610;241;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Vind, fdfvind;2;0;2;9150;1;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Siim City Singers, siimcitysingers;0;0;0;0;197;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Spørring-Trige Gruppe, spoerring-trigegruppe;190;0;190;23300;171;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Struer, fdfstruer;157;0;157;21150;57;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Slagelse Børnefilmklub, sbif;2178;2178;0;56680;367;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF K 7 Frihavn, fdfk7frihavn;183;0;183;32275;74;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Ålbæk, fdfaalbaek;146;0;146;19290;44;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Danmarks Jægerforbund, dj-aktiviteter;24081;0;24081;814550;5042;;;;;;;;;;;;;;;;;;;;;
2019.01.01;DJ Kreds 4, dj-kreds4;999;0;999;23875;172;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Hasle-Åbyhøj, fdfhasleaabyhoej;263;0;263;41275;84;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Jelling, fdfjelling;205;0;205;36650;53;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Århus Børnefilm, aarhusboernefilm;7257;0;7257;124630;2286;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Italien Information Service AS, iis;12884;0;12884;1533755;139;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Business Djursland, businessdjursland;206;0;206;5100;453;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Viborg Børne- og Ungdomsfilmklub, viborgfilmklub;8664;8664;0;166271;1704;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Aarhus Børnehøjskole, aarhusboernehoejskole;1327;0;1327;68250;159;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Gråsten, fdfgraasten;118;0;118;33275;37;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Brabrand, fdfbrabrand;0;0;0;12900;0;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans Brønderslev, kod-broenderslev;836;0;836;108005;199;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Pjedsted Kultur og Forsamlingshus, pkf;833;0;833;33335;113;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Greenspeak - Danmarks velgørende teleselskab, gree;2055;0;2055;55000;115;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Dansk Erhverv, danskerhverv;4020;0;4020;534670;670;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Yogagames, yogagames;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans Aabybro, kod-aabybro;1342;0;1342;139985;329;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Vebbestrup, fdfvebbestrup;50;0;50;2925;15;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kjellerupegnens Filmklub, kjellerupegnensfilmklub;924;924;0;16275;156;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Lukket 2024-01-10 11:29:26, atelier-nedlukket;1734;0;1734;143700;777;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Ry Outdoor 365, ryoutdoor365;198;0;198;4768;32;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Baderiget Marselisborg, slettes-badeklubbenmarseli;4348;4110;238;208540;582;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Gladsaxe Brass Band, fdfgladsaxebrassband;0;0;0;24750;0;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Holstebro 1, holstebro1;177;0;177;28835;61;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Buddinge, fdfbuddinge;140;0;140;20000;44;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Bellahøj Live, bellahoejlive;2399;0;2399;152749;464;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Børnefilmklubben Popcorner, popcorner;5028;2886;2142;147508;810;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Anna Hjorth, anna-hjorth;10737;0;10737;326167;1587;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF F 7, fdff7;350;0;350;52500;178;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Slettes -Skansen, slettes-skansen;0;0;0;0;1380;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans Grenaa, kod-grenaa;1121;0;1121;88507;267;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Støvring, fdfstoevring;251;0;251;20750;75;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Just Dance Studios, jds;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;
2019.01.01;MTB 7130+, mtb7130;80;0;80;1050;14;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Salling, fdfsalling;110;0;110;24145;38;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Lystrup Svømning, lifsvoem;31510;21581;9929;2930079;3562;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Bagsværd-Stengård, fdfbagsvaerdstengaard;707;0;707;70440;353;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Øster Hornum, fdfoesterhornum;512;0;512;48830;179;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Odense 11 Næsby, fdfodense11naesby;266;0;266;78700;82;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Dolphin, dolphin;0;0;0;0;11;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Danske Ølentusiaster, ale;3204;0;3204;60000;1337;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Silkeborg 2, fdfsilkeborg2;507;0;507;87925;142;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Aabenraa Børne- og Ungdomsfilmklub, aabuf;1884;1884;0;43680;336;;;;;;;;;;;;;;;;;;;;;
2019.01.01;GR8Conf Europe, gr8conf;2249;0;2249;207131;123;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Vodskov, fdfvodskov;389;0;389;42900;114;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Agersted, fdfagersted;0;0;0;6900;0;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og dans Ringkøbing, kod-ringkoebing;470;0;470;62150;113;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF K 26 Husum, fdfk26husum;208;0;208;40625;77;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Frederikshavn Badminton, fbk;1199;1118;81;114900;119;;;;;;;;;;;;;;;;;;;;;
2019.01.01;De Danske Danseskoler, ddd;171783;0;171783;3774540;32540;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Skanderborg-Stilling, fdfskanderborgstilling;195;0;195;35350;57;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Studenterhus Aarhus, studenterhusaarhus;6781;5460;1321;83474;1179;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans Sæby, kod-saeby;823;0;823;110975;196;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Slettes, fdslettes;62;0;62;9950;21;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Filosofilærerforeningen for Gymnasium og HF, filos;174;174;0;8700;29;;;;;;;;;;;;;;;;;;;;;
2019.01.01;UdeskoleNet, udeskolenet--gammel-;554;0;554;18675;115;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Odense 2 Dyrup, fdfodense2dyrup;316;0;316;73830;98;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Dante Sydvest, dante-sydvest;295;0;295;11500;68;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Karlstrup, fdfkarlstrup;37;0;37;5900;12;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans København, kod-koebenhavn;93;0;93;8600;22;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Initiativet Randers, tpg;172;0;172;6477;25;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Steen Kræmer Rasmussen, scor-jobbet;0;0;0;0;36;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Rock på Heden - Herning og Holstebro, rock-paa-hed;1633;0;1633;254525;232;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Rødovre 1, fdfrodovre1;0;0;0;9775;31;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Svendborg Skolebio, svendborg-skolebio;6798;6798;0;168960;1150;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans Aars, kod-aars;726;0;726;83050;174;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Landskreds, fdflandskreds;457;198;259;35687;80;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Gadstrup-Snoldelev, fdfgadstrupsnoldelev;0;0;0;15340;0;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Danmarks Jægerforbund Kreds 7, dj-kreds7;879;0;879;38025;169;;;;;;;;;;;;;;;;;;;;;
2019.01.01;JK Shipping, jkshipping;2023;0;2023;98533;648;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Lisbjerg Fritidsliv, lisbjerg-fritidsliv;1710;1237;473;141005;223;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Havdrup, fdfhavdrup;713;0;713;28775;368;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Nørager, fdfnoerager;457;0;457;56875;137;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Akademisk Kor Århus, akademisk-kor-aarhus;3185;0;3185;45600;606;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Kom og Dans Ribe, kod-ribe;1118;0;1118;91650;284;;;;;;;;;;;;;;;;;;;;;
2019.01.01;TeamGym Greve, gymdanmark-teamgymgreve;2891;0;2891;77475;905;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Helsingør Skolebio, helsingor-skolebio;8808;8808;0;231208;1498;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Ellevang Kirke, ellevang;3575;0;3575;61250;622;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Grenaa Amatørteater, grenaa-amatoerteater;4568;0;4568;165750;765;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Det Italienske Kulturinstitut, iiccopenaghen;3864;0;3864;320986;1666;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Hundige, fdfhundige;0;0;0;15550;0;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Ringsted, fdfringsted;181;0;181;42600;61;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Sindal og omegns havekreds, hs-sindal;740;0;740;19610;120;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Eskilstrup, fdfeskilstrup;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Aarhus Stift, aarhus-stift;1195;0;1195;43750;185;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Tyrsted-Uth, fdftyrsteduth;405;0;405;75820;167;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Danske Børne- og Ungdomsfilmklubber, dabuf;0;0;0;0;2;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Golflogen, golflogen;712;18;694;39450;150;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Høje Taastrup, fdfhoejetaastrup;109;0;109;18590;35;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Odder Skytteforening, odder-skytteforening-slettet;468;468;0;34891;0;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Aarhus MTB, aarhus-mtb;3562;0;3562;163805;537;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Det Nationale Sorgcenter, sorgcenter;4394;0;4394;425585;203;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Løvenholm Gods, lovenholm;7510;0;7510;830000;177;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF Langå, fdflangaa;214;0;214;47410;73;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Mejrup Gruppe, mejrupgruppe;103;0;103;27600;36;;;;;;;;;;;;;;;;;;;;;
2019.01.01;FDF K 25 Brønshøj, fdfk25broenshoej;885;0;885;218400;335;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Group Bornholm ApS, strikbornholm;1153;0;1153;79080;314;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Danske Ølentusiaster, aledk;61146;0;61146;2848970;12317;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Momfit, momfit;25;0;25;1790;2;;;;;;;;;;;;;;;;;;;;;
2019.01.01;Korsør Filmklub, korsoerfilmklub;2172;2172;0;35056;380;;;;;;;;;;;;;;;;;;;;;
